index	species	genome build	chromosome	start	end	element #	any activity
411	>Human	Hg19	chr7	35236863	35237925	 element 470 	 negative 
412	>Human	Hg19	chr7	35254518	35255251	 element 471 	 negative 
413	>Human	Hg19	chr7	35458551	35459522	 element 472 	 positive  
414	>Human	Hg19	chr7	35342478	35343110	 element 473 	 negative 
415	>Human	Hg19	chr7	35388314	35389035	 element 474 	 negative 
416	>Human	Hg19	chr1	244217325	244218426	 element 476 	 negative 
417	>Human	Hg19	chr3	168833392	168834540	 element 477 	 negative 
418	>Human	Hg19	chr10	98714616	98715729	 element 478 	 negative 
419	>Human	Hg19	chr17	37566364	37566971	 element 479 	 negative 
420	>Human	Hg19	chr20	30191716	30192554	 element 480 	 positive  
421	>Human	Hg19	chr12	115123533	115124174	 element 482 	 negative 
422	>Human	Hg19	chr12	115124394	115125300	 element 483 	 positive  
423	>Human	Hg19	chr10	77164564	77165639	 element 484 	 positive  
424	>Human	Hg19	chr22	38394345	38395199	 element 486 	 positive  
425	>Human	Hg19	chr16	69680967	69681481	 element 487 	 negative 
426	>Human	Hg19	chr13	95358263	95360017	 element 488 	 positive  
427	>Human	Hg19	chr15	37191408	37192621	 element 489 	 negative 
428	>Human	Hg19	chr22	38446392	38446997	 element 490 	 negative 
429	>Human	Hg19	chr22	38429240	38430515	 element 491 	 positive  
430	>Human	Hg19	chr22	38442140	38442879	 element 492 	 positive  
431	>Human	Hg19	chr2	223079383	223080439	 element 493 	 negative 
432	>Human	Hg19	chr4	174436313	174436870	 element 494 	 negative 
433	>Human	Hg19	chr10	92690021	92690674	 element 495 	 positive  
434	>Human	Hg19	chr22	38392037	38392599	 element 496 	 negative 
435	>Human	Hg19	chr22	19741204	19741707	 element 497 	 negative 
436	>Human	Hg19	chr12	114660367	114661006	 element 498 	 negative 
437	>Human	Hg19	chr1	119452558	119453594	 element 499 	 negative 
438	>Human	Hg19	chr4	111578273	111578827	 element 500 	 negative 
439	>Human	Hg19	chr7	27249858	27251057	 element 501 	 negative 
440	>Human	Hg19	chr18	19773983	19774532	 element 502 	 positive  
441	>Human	Hg19	chr5	88548400	88550500	 element 503 	 positive  
442	>Human	Hg19	chr2	220271494	220272006	 element 504 	 negative 
443	>Human	Hg19	chr5	172632796	172633597	 element 505 	 negative 
444	>Human	Hg19	chr4	111530174	111530773	 element 507 	 negative 
445	>Human	Hg19	chr8	11604182	11604695	 element 508 	 positive  
446	>Human	Hg19	chr5	50707567	50709204	 element 509 	 negative 
447	>Human	Hg19	chr10	103527193	103528393	 element 511 	 positive  
448	>Human	Hg19	chr10	103540180	103541030	 element 513 	 positive  
449	>Human	Hg19	chr5	153871627	153871976	 element 514 	 negative 
450	>Human	Hg19	chr22	19749356	19750055	 element 515 	 positive  
451	>Human	Hg19	chr5	44389166	44390467	 element 516 	 positive  
452	>Human	Hg19	chr22	38379933	38380307	 element 517 	 negative 
453	>Human	Hg19	chr11	16327942	16328841	 element 518 	 negative 
454	>Human	Hg19	chr16	72734726	72735625	 element 519 	 negative 
455	>Human	Hg19	chr10	102551472	102552372	 element 520 	 negative 
456	>Human	Hg19	chr2	236773458	236774696	 element 521 	 positive  
457	>Human	Hg19	chr2	121832418	121833317	 element 522 	 positive  
458	>Human	Hg19	chr12	974062	974779	 element 523 	 negative 
459	>Human	Hg19	chr4	1613479	1614106	 element 526 	 positive  
460	>Human	Hg19	chr14	33818699	33820785	 element 527 	 negative 
461	>Human	Hg19	chr18	72507962	72510295	 element 528 	 negative 
462	>Human	Hg19	chr9	17322200	17324371	 element 529 	 positive  
463	>Human	Hg19	chr6	99424724	99426847	 element 530 	 negative 
464	>Human	Hg19	chr13	28395961	28397536	 element 532 	 positive  
465	>Human	Hg19	chr5	3186439	3187926	 element 533 	 positive  
466	>Human	Hg19	chr2	146797628	146799643	 element 534 	 negative 
467	>Human	Hg19	chr19	32452701	32453894	 element 536 	 positive  
468	>Human	Hg19	chrX	124653246	124654824	 element 537 	 negative 
469	>Human	Hg19	chr6	51515894	51517015	 element 538 	 negative 
470	>Human	Hg19	chr14	29365021	29366135	 element 539 	 negative 
471	>Human	Hg19	chr13	71358093	71359507	 element 540 	 positive  
472	>Human	Hg19	chr2	45030569	45032739	 element 541 	 positive  
473	>Human	Hg19	chr10	129964063	129965094	 element 542 	 negative 
474	>Human	Hg19	chr5	50960132	50961567	 element 543 	 positive  
475	>Human	Hg19	chr2	146412340	146413619	 element 544 	 negative 
476	>Human	Hg19	chr1	243876467	243877893	 element 545 	 positive  
477	>Human	Hg19	chr5	92811465	92813217	 element 546 	 positive  
478	>Human	Hg19	chr2	156658670	156660246	 element 549 	 negative 
479	>Human	Hg19	chr7	13506207	13507276	 element 550 	 positive  
480	>Human	Hg19	chr2	156584380	156586345	 element 551 	 negative 
481	>Human	Hg19	chr18	75544627	75545680	 element 552 	 negative 
482	>Human	Hg19	chr2	172936519	172938249	 element 553 	 positive  
483	>Human	Hg19	chrX	81978920	81979942	 element 554 	 negative 
484	>Human	Hg19	chr14	29997171	29998891	 element 555 	 negative 
485	>Human	Hg19	chr9	84299210	84300117	 element 556 	 positive  
486	>Human	Hg19	chr5	91803813	91804707	 element 557 	 negative 
487	>Human	Hg19	chr8	144613510	144614569	 element 558 	 negative 
488	>Human	Hg19	chr4	112421802	112422905	 element 559 	 positive  
489	>Human	Hg19	chr18	77002193	77002977	 element 560 	 negative 
490	>Human	Hg19	chr12	16869033	16871415	 element 561 	 negative 
491	>Human	Hg19	chr10	131106522	131108742	 element 562 	 positive  
492	>Human	Hg19	chr6	98491829	98493238	 element 563 	 positive  
493	>Human	Hg19	chr22	38381623	38382457	 element 564 	 positive  
494	>Human	Hg19	chr11	31622822	31624118	 element 565 	 positive  
495	>Human	Hg19	chr14	29684896	29686744	 element 566 	 positive  
496	>Human	Hg19	chr6	98461952	98463309	 element 567 	 positive  
497	>Human	Hg19	chr2	146692288	146693283	 element 568 	 positive  
498	>Human	Hg19	chr1	27049620	27050905	 element 569 	 positive  
499	>Human	Hg19	chr13	112793153	112794130	 element 571 	 negative 
500	>Human	Hg19	chr15	37512674	37514557	 element 572 	 positive  
501	>Human	Hg19	chr2	157861101	157862409	 element 573 	 positive  
502	>Human	Hg19	chr2	175041403	175042500	 element 574 	 negative 
503	>Human	Hg19	chr13	68429117	68430526	 element 575 	 positive  
504	>Human	Hg19	chr6	100657912	100659391	 element 576 	 positive  
505	>Human	Hg19	chr11	32808120	32809049	 element 577 	 negative 
506	>Human	Hg19	chr10	125188987	125190075	 element 578 	 positive  
507	>Human	Hg19	chr12	17824855	17826335	 element 579 	 positive  
508	>Human	Hg19	chr2	156403022	156404115	 element 580 	 positive  
509	>Human	Hg19	chr22	36145691	36146713	 element 581 	 negative 
510	>Human	Hg19	chrX	81464240	81465016	 element 582 	 positive  
511	>Human	Hg19	chr9	84438198	84439339	 element 583 	 negative 
512	>Human	Hg19	chr2	105254095	105256398	 element 584 	 negative 
513	>Human	Hg19	chrX	82082530	82083211	 element 585 	 negative 
514	>Human	Hg19	chr5	50481472	50482478	 element 586 	 positive  
515	>Human	Hg19	chr19	30379565	30380645	 element 587 	 negative 
516	>Human	Hg19	chrX	139674499	139675403	 element 588 	 negative 
517	>Human	Hg19	chr10	131514821	131516186	 element 589 	 negative 
518	>Human	Hg19	chr18	34719386	34720720	 element 590 	 positive  
519	>Human	Hg19	chr14	36814302	36815937	 element 592 	 positive  
520	>Human	Hg19	chr14	37726340	37727348	 element 593 	 positive  
521	>Human	Hg19	chr10	76177765	76179000	 element 595 	 positive  
522	>Human	Hg19	chr5	170749163	170750485	 element 596 	 negative 
523	>Human	Hg19	chrX	137064390	137065532	 element 597 	 negative 
524	>Human	Hg19	chr14	29927484	29928818	 element 598 	 positive  
525	>Human	Hg19	chr15	37652783	37654460	 element 599 	 positive  
526	>Human	Hg19	chr9	127123220	127124245	 element 600 	 negative 
527	>Human	Hg19	chr4	28892552	28893688	 element 601 	 negative 
528	>Human	Hg19	chr3	157850874	157852181	 element 602 	 negative 
529	>Human	Hg19	chr5	3182218	3183271	 element 603 	 positive  
530	>Human	Hg19	chr14	28599596	28600469	 element 604 	 negative 
531	>Human	Hg19	chr12	17657732	17659008	 element 605 	 positive  
532	>Human	Hg19	chr2	164657051	164658028	 element 606 	 negative 
533	>Human	Hg19	chr12	16610045	16611936	 element 607 	 positive  
534	>Human	Hg19	chr5	170458792	170460097	 element 608 	 positive  
535	>Human	Hg19	chr2	147172004	147173802	 element 609 	 positive  
536	>Human	Hg19	chr20	51736594	51737737	 element 610 	 negative 
537	>Human	Hg19	chr12	111495397	111496252	 element 611 	 positive  
538	>Human	Hg19	chr1	91305562	91307215	 element 612 	 positive  
539	>Human	Hg19	chr5	91194524	91195362	 element 613 	 negative 
540	>Human	Hg19	chr13	63681506	63682317	 element 614 	 negative 
541	>Human	Hg19	chr19	30861188	30862816	 element 615 	 negative 
542	>Human	Hg19	chr2	176754029	176755385	 element 616 	 negative 
543	>Human	Hg19	chr2	146002552	146003648	 element 617 	 negative 
544	>Human	Hg19	chr9	85509632	85510687	 element 618 	 positive  
545	>Human	Hg19	chr13	72333516	72334988	 element 619 	 positive  
546	>Human	Hg19	chr9	37336630	37338306	 element 620 	 negative 
547	>Human	Hg19	chr13	112037298	112038041	 element 621 	 negative 
548	>Human	Hg19	chr14	99466200	99467144	 element 622 	 positive  
549	>Human	Hg19	chr15	57426028	57426952	 element 623 	 positive  
550	>Human	Hg19	chr15	95335996	95337446	 element 624 	 negative 
551	>Human	Hg19	chr16	49735099	49736449	 element 625 	 positive  
552	>Human	Hg19	chr2	182551041	182551809	 element 626 	 negative 
553	>Human	Hg19	chr17	37774485	37774988	 element 627 	 positive  
554	>Human	Hg19	chr9	159657	160780	 element 628 	 positive  
555	>Human	Hg19	chr7	27288268	27289491	 element 629 	 positive  
556	>Human	Hg19	chr3	71277312	71278956	 element 630 	 positive  
557	>Human	Hg19	chr8	36957851	36958723	 element 631 	 positive  
558	>Human	Hg19	chr20	2719208	2719789	 element 632 	 positive  
559	>Human	Hg19	chr5	2112055	2113430	 element 633 	 positive  
560	>Human	Hg19	chr18	76006820	76008476	 element 634 	 positive  
561	>Human	Hg19	chr7	50449432	50450191	 element 635 	 negative 
562	>Human	Hg19	chr3	157882303	157883963	 element 636 	 positive  
563	>Human	Hg19	chr3	157589226	157590363	 element 638 	 positive  
564	>Human	Hg19	chr2	164574007	164575458	 element 640 	 positive  
565	>Human	Hg19	chr9	116726436	116727813	 element 641 	 positive  
566	>Human	Hg19	chr9	23004730	23005789	 element 643 	 positive  
567	>Human	Hg19	chr7	18885971	18887230	 element 644 	 positive  
568	>Human	Hg19	chr1	32510030	32510913	 element 645 	 positive  
569	>Human	Hg19	chr2	172820365	172821314	 element 646 	 positive  
570	>Human	Hg19	chr12	18229480	18230430	 element 647 	 negative 
571	>Human	Hg19	chr8	105880860	105882147	 element 648 	 negative 
572	>Human	Hg19	chr2	146689050	146690099	 element 649 	 positive  
573	>Human	Hg19	chr3	18898614	18899860	 element 651 	 negative 
574	>Human	Hg19	chr3	137185964	137186866	 element 653 	 positive  
575	>Human	Hg19	chr3	147801015	147802169	 element 654 	 positive  
576	>Human	Hg19	chr3	180461825	180462874	 element 655 	 positive  
577	>Human	Hg19	chr10	131400948	131402279	 element 656 	 positive  
578	>Human	Hg19	chr4	151493651	151494654	 element 657 	 negative 
579	>Human	Hg19	chr7	69702231	69703615	 element 658 	 positive  
580	>Human	Hg19	chr20	37148390	37149749	 element 659 	 negative 
581	>Human	Hg19	chr15	67198974	67200134	 element 660 	 positive  
582	>Human	Hg19	chr12	16940708	16942322	 element 661 	 positive  
583	>Human	Hg19	chr2	157720628	157721586	 element 662 	 positive  
584	>Human	Hg19	chr2	144115008	144116735	 element 663 	 negative 
585	>Human	Hg19	chr3	137360823	137361964	 element 666 	 negative 
586	>Human	Hg19	chrX	139332133	139333376	 element 667 	 positive  
587	>Human	Hg19	chr9	76154764	76155512	 element 668 	 negative 
588	>Human	Hg19	chr8	92824759	92826618	 element 669 	 positive  
589	>Human	Hg19	chr1	97610491	97611741	 element 671 	 positive  
590	>Human	Hg19	chr10	120074039	120075696	 element 672 	 positive  
591	>Human	Hg19	chr2	144103882	144105644	 element 675 	 positive  
592	>Human	Hg19	chr6	97544611	97545759	 element 676 	 positive  
593	>Human	Hg19	chr1	10593123	10594209	 element 677 	 negative 
594	>Human	Hg19	chr4	54961998	54962796	 element 678 	 positive  
595	>Human	Hg19	chr18	45087290	45088074	 element 679 	 positive  
596	>Human	Hg19	chr4	85245591	85246555	 element 680 	 positive  
597	>Human	Hg19	chr11	15321699	15322906	 element 681 	 negative 
598	>Human	Hg19	chr5	91298184	91298993	 element 682 	 positive  
599	>Human	Hg19	chr1	61086857	61087871	 element 683 	 negative 
600	>Human	Hg19	chr7	115113551	115114543	 element 684 	 negative 
601	>Human	Hg19	chr18	22723676	22724605	 element 686 	 negative 
602	>Human	Hg19	chr4	54881222	54882455	 element 687 	 positive  
603	>Human	Hg19	chr20	20472953	20474200	 element 688 	 positive  
604	>Human	Hg19	chr2	164180913	164182192	 element 689 	 negative 
605	>Human	Hg19	chr2	63193855	63194929	 element 690 	 positive  
606	>Human	Hg19	chr2	156762038	156763191	 element 691 	 negative 
607	>Human	Hg19	chr11	15587041	15588314	 element 692 	 positive  
608	>Human	Hg19	chr5	170471253	170472370	 element 693 	 positive  
609	>Human	Hg19	chr5	76935225	76936266	 element 695 	 negative 
610	>Human	Hg19	chr10	131404068	131405310	 element 696 	 negative 
611	>Human	Hg19	chr17	46226552	46227693	 element 697 	 positive  
612	>Human	Hg19	chr8	53166730	53167836	 element 698 	 positive  
613	>Human	Hg19	chr10	130831457	130833175	 element 699 	 positive  
614	>Human	Hg19	chr12	17033316	17034417	 element 700 	 negative 
615	>Human	Hg19	chr7	21084342	21085460	 element 701 	 positive  
616	>Human	Hg19	chr2	105132815	105133830	 element 702 	 positive  
617	>Human	Hg19	chr14	36933150	36934532	 element 704 	 positive  
618	>Human	Hg19	chr1	3190581	3191428	 element 705 	 positive  
619	>Human	Hg19	chr5	91299247	91300165	 element 710 	 negative 
620	>Human	Hg19	chr4	84700011	84701265	 element 712 	 positive  
621	>Human	Hg19	chr18	53530668	53531881	 element 713 	 negative 
622	>Human	Hg19	chr13	78866759	78868299	 element 715 	 negative 
623	>Human	Hg19	chr8	106744003	106745324	 element 716 	 negative 
624	>Human	Hg19	chr11	16377777	16379090	 element 717 	 positive  
625	>Human	Hg19	chr2	104577108	104578173	 element 718 	 negative 
626	>Human	Hg19	chr2	147260541	147261416	 element 719 	 negative 
627	>Human	Hg19	chr7	113793545	113794562	 element 720 	 positive  
628	>Human	Hg19	chr19	30574387	30575360	 element 721 	 positive  
629	>Human	Hg19	chr9	84009516	84010866	 element 722 	 positive  
630	>Human	Hg19	chr16	74308568	74309245	 element 723 	 negative 
631	>Human	Hg19	chr2	63268014	63269313	 element 725 	 negative 
632	>Human	Hg19	chr21	19814334	19815155	 element 726 	 negative 
633	>Human	Hg19	chr10	60791178	60792149	 element 727 	 negative 
634	>Human	Hg19	chr20	51277336	51277988	 element 728 	 negative 
635	>Human	Hg19	chr17	41668736	41669927	 element 729 	 negative 
636	>Human	Hg19	chr17	41640235	41640900	 element 730 	 negative 
637	>Human	Hg19	chr17	41705022	41706087	 element 731 	 negative 
638	>Human	Hg19	chr18	72736412	72737599	 element 733 	 negative 
639	>Human	Hg19	chr1	217766122	217767351	 element 734 	 negative 
640	>Human	Hg19	chr14	28036097	28036839	 element 736 	 negative 
641	>Human	Hg19	chr10	130366868	130368005	 element 737 	 positive  
642	>Human	Hg19	chr7	115295267	115296597	 element 738 	 negative 
643	>Human	Hg19	chr3	147793207	147794247	 element 739 	 negative 
644	>Human	Hg19	chr18	22767257	22768478	 element 740 	 negative 
645	>Human	Hg19	chr3	157903310	157904642	 element 741 	 positive  
646	>Human	Hg19	chr8	78042571	78044201	 element 742 	 positive  
647	>Human	Hg19	chrX	81021280	81022049	 element 743 	 negative 
648	>Human	Hg19	chr18	53567879	53568822	 element 744 	 negative 
649	>Human	Hg19	chr4	4522867	4524050	 element 746 	 positive  
650	>Human	Hg19	chr13	72768988	72770449	 element 747 	 negative 
651	>Human	Hg19	chr10	78390590	78391875	 element 748 	 positive  
652	>Human	Hg19	chr7	13450920	13451719	 element 749 	 positive  
653	>Human	Hg19	chr3	17608555	17609487	 element 750 	 negative 
654	>Human	Hg19	chr9	84946893	84948036	 element 752 	 positive  
655	>Human	Hg19	chr10	50413448	50414305	 element 753 	 negative 
656	>Human	Hg19	chr5	3197865	3198942	 element 754 	 positive  
657	>Human	Hg19	chrX	136316806	136317871	 element 755 	 positive  
658	>Human	Hg19	chr8	60543031	60544205	 element 756 	 negative 
659	>Human	Hg19	chr13	106015598	106016927	 element 759 	 positive  
660	>Human	Hg19	chr2	146697738	146698645	 element 760 	 negative 
661	>Human	Hg19	chr1	163441941	163442842	 element 762 	 positive  
662	>Human	Hg19	chr1	63665219	63666122	 element 764 	 positive  
663	>Human	Hg19	chr9	81823297	81824667	 element 765 	 positive  
664	>Human	Hg19	chr8	106611425	106612483	 element 768 	 negative 
665	>Human	Hg19	chr7	26524662	26525636	 element 769 	 positive  
666	>Human	Hg19	chrX	139593502	139594774	 element 770 	 negative 
667	>Human	Hg19	chr10	125108319	125109394	 element 771 	 negative 
668	>Human	Hg19	chr8	65783977	65785137	 element 772 	 negative 
669	>Human	Hg19	chr2	147289398	147290668	 element 773 	 negative 
670	>Human	Hg19	chr8	77690683	77691779	 element 774 	 positive  
671	>Human	Hg19	chr18	77010009	77010795	 element 775 	 positive  
672	>Human	Hg19	chr15	35545322	35546846	 element 776 	 negative 
673	>Human	Hg19	chr2	146057507	146058645	 element 777 	 negative 
674	>Human	Hg19	chr17	59893119	59894141	 element 778 	 positive  
675	>Human	Hg19	chr2	60352514	60353602	 element 779 	 positive  
676	>Human	Hg19	chr8	21907426	21908282	 element 781 	 positive  
677	>Human	Hg19	chr8	21901089	21902326	 element 782 	 positive  
678	>Human	Hg19	chr8	21845388	21846455	 element 783 	 positive  
679	>Human	Hg19	chr3	158245851	158246580	 element 784 	 negative 
680	>Human	Hg19	chr7	114381553	114382837	 element 785 	 negative 
